position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
251132	0.351661075	0
253077	0.25840874	0.000502605
269400	0.000278319	0.000507148
309342	0.004865054	0.000701468
433801	0.001003608	0.000826376
481295	0.005888575	0.001106048
534626	0.002411768	0.00123467
535454	1.313.066.546	0.012106861
551280	1.510.995.893	0.036019882
559640	0.414818541	0.039487765
817205	0.012255458	0.042644342
1314398	0.033783861	0.059441441
1828457	0.000273762	0.059582171
1828475	6.454.763.333	0.071200745
1838864	0.587620656	0.077305536
2068305	0.002323055	0.07783854
2497514	0.002340352	0.07884304
2591141	0.023295	0.081024081
2753906	0.006383602	0.082063108
2956117	0.00336774	0.082744102
2957398	0.712715847	0.083657091
2958410	1.339.640.316	0.085012807
3087549	0.043964023	0.090690277
3296181	0.001611311	0.091026448
3693421	0.001404096	0.091584211
3716735	0.026342326	0.092198356
3716741	1.485.691.667	0.093089771
3953090	0.004463962	0.094144824
4013257	0.027047501	0.095772191
4258102	0.000509032	0.095896825
4258490	0.316193299	0.096019508
4262027	0.212620582	0.096771547
4263036	0.672320119	0.097449918
4263748	0.104578652	0.097524378
4277333	0.00837696	0.097638179
4309411	0.022877019	0.098372028
4598036	0.001987059	0.098945543
4601532	0.023483982	0.099027643
4603173	0.028357099	0.099074177
4686764	0.001589118	0.099207013
5079220	0.00024777	0.099304252
5141014	0.000721138	0.099348814
5291766	0.000637444	0.09944491
5347312	0.002001602	0.099556091
5386865	0.014433292	0.100126971
5477755	0.00168529	0.100280147
5498171	0.001075235	0.100302099
5502048	0.038066288	0.100449682
5505021	0.005540531	0.100466154
5505313	6.778.517.123	0.102445481
6071374	0.000147903	0.102529203
6071398	1.208.716.667	0.102819295
6071498	0.18507	0.102837802
6071711	1.250.577.465	0.103104175
6071917	0.519781553	0.10321125
6142925	0.066614255	0.107941395
6143327	279.631.393	0.119182577
6295542	0.005290214	0.119987827
6303560	0.019787977	0.120146487
6303615	1.155.854.545	0.120782207
6340020	0.00261997	0.120877587
6529837	0.000795082	0.121028507
6587872	0.004207875	0.121272711
7165230	0.000819396	0.121745796
7165940	0.293478873	0.121954166
7447081	0.00245564	0.122644547
8653509	0.000227234	0.122918688
10570836	2.38E+00	0.12296431
11395918	0.000313958	0.123223351
11742717	2.99E+00	0.123233711
11769718	0.001824081	0.123282963
11774418	0.070544468	0.123614522
12000688	0.000142958	0.123646869
12000832	2.036.756.944	0.123940162
12005526	0.021497017	0.124041069
13369757	0.000686826	0.124978058
13392443	0.03363418	0.125741083
13546944	0.019291416	0.128721626
13740819	0.002100374	0.129128836
13747185	0.105585454	0.129800993
16399217	0.000136076	0.130161871
17370636	0.000128651	0.130286845
18753971	0.000144851	0.130487223
18925630	0.000886327	0.130639369
18925794	0.226560976	0.130676525
18927026	0.087298701	0.130784077
18998405	0.000377212	0.130811002
19663894	6.21E+00	0.130852346
19663967	0.810479452	0.130911511
19666602	0.086431879	0.131139259
19667145	0.104780847	0.131196155
29678334	1.84E+00	0.131380354
29684899	0.002149886	0.131394468
30837971	2.80E+00	0.131426703
31088895	0.000224833	0.131483119
33354366	4.81E-01	0.131494009
35477582	6.96E+00	0.131641741
36413189	4.81E+00	0.131686723
37067485	0.000433481	0.131970348
37067567	0.109719512	0.131979345
37067593	1.557.576.923	0.132019842
37070102	0.00401395	0.132029913
37071429	0.001614921	0.132032056
37276804	3.86E+00	0.132039984
37683160	6.33E+00	0.132065696
38478435	2.60E+00	0.132086338
39529156	6.17E-03	0.132092822
39931061	2.65E+00	0.13210349
41859222	1.92E-01	0.132107191
41947310	4.36E+00	0.132111034
41947504	0.040902062	0.132118969
41948237	4.77E-01	0.132119004
41949328	0.006109074	0.132125669
41949345	6.284.117.647	0.132232499
41949463	0.049822034	0.132238378
41979122	0.011934893	0.132592355
42197532	0.012336116	0.135286686
42197568	2.134.172.223	0.136054988
43180467	8.75E+00	0.136140964
43330728	0.000639714	0.136237088
44194124	0.000174267	0.136387549
44696600	0.000256327	0.136516347
44700958	0.073751721	0.136837757
44702400	0.00902982	0.136850778
44890251	0.001090119	0.137055558
45757713	0.000136593	0.137174047
46270954	0.000768333	0.137568387
46315907	0.003766267	0.137737692
46323371	0.054499598	0.138144477
47299582	0.000726733	0.138853922
47299905	7.698.770.898	0.141340625
50790985	0.00012455	0.141775438
51290205	0.000615696	0.142082806
51324358	0.007703247	0.142345895
52318789	2.28E-01	0.142368576
52487732	6.81E+00	0.142380075
54580281	4.97E+00	0.142484117
55163476	3.98E-01	0.142486441
55163677	0.128278607	0.142512225
55163751	0.026378378	0.142514177
55427311	0.000618398	0.142677162
55427702	0.045452685	0.142694934
58197448	9.82E-02	0.142722121
58567030	6.46E-05	0.142745996
58737722	0.000165807	0.142774298
58985411	0.001154884	0.14306035
59361412	0.000655357	0.143306765
59363461	0.179921913	0.143675425
59363481	0.6111	0.143687647
59364003	0.061530651	0.143719766
59974049	3.63E-01	0.143741918
59974287	0.303046218	0.143814043
59974382	1.930.021.053	0.143997395
60027044	9.35E-01	0.144002318
60240569	0.062593027	0.157367494
60414182	0.099199081	0.174589744
60512580	0.009498994	0.175524426
60515967	0.164194863	0.176080554
60516974	0.73952433	0.176825255
60887937	5.21E-02	0.176844597
60919390	0.016489906	0.177363254
60951473	0.038342487	0.178593396
60951506	1.282.090.909	0.178635705
60987055	0.007571099	0.17890485
61310905	0.002784907	0.179806742
61326558	0.002658915	0.179848362
62145049	0.000136269	0.179959897
62148278	0.197122639	0.180596406
62612685	0.014415433	0.187291034
62802774	0.000347153	0.187357024
62851452	0.029990406	0.188816897
62931376	0.067232033	0.19419035
62935879	0.591190984	0.196852483
63183063	0.00206623	0.197363222
63208319	0.00800198	0.19756532
63338127	0.00478546	0.198186511
63469625	0.001199752	0.198344276
63756796	0.000137531	0.198383771
64120888	0.001963858	0.199098796
64259758	0.009037114	0.20035378
64614014	0.003313632	0.201527654
65270050	0.001403254	0.202448239
65472778	0.002101826	0.202874338
65694481	0.000425533	0.20296868
65694528	4.338.114.893	0.205007594
65696918	0.54212636	0.206303276
65779952	0.007364682	0.206914795
65780961	0.710806739	0.207631999
65782007	0.926180688	0.208600784
65782411	6.396.534.653	0.211184984
65782472	740.457.541	0.215701775
65782960	0.16502459	0.215782307
66093982	0.019717335	0.221914832
66218939	0.004856223	0.222521651
66259225	0.015787569	0.223157669
66336497	0.054024446	0.227332246
66349597	0.043411756	0.22790094
66354337	0.022961181	0.228009776
66376215	0.004581315	0.228110006
66431307	7.93E+00	0.228114376
66675618	7.79E-01	0.228116278
66723137	0.001693407	0.228196747
67013319	0.001457975	0.228619825
67211029	0.002411547	0.229096612
67211502	0.816816068	0.229482966
67221911	0.089742434	0.230417095
67223718	0.165897067	0.230716871
67223836	5.045.398.305	0.231312228
67277817	0.004545673	0.231557608
67277826	5.999.444.441	0.231611603
67279544	0.025813737	0.231655951
67293176	0.011460534	0.231812181
67294103	0.240190939	0.232034838
67459462	0.000593696	0.232133011
67605501	0.002371113	0.232479286
67735399	0.001038199	0.232614146
67896790	0.000337045	0.232668542
67969608	7.66E+00	0.232674121
68069876	0.001624018	0.232836958
68412973	0.000247158	0.232921757
68416246	0.001248396	0.232925843
68529707	0.003859432	0.233363738
68670749	0.000810283	0.233478022
68950624	0.000282208	0.233557005
69200171	0.000338858	0.233641566
69381132	0.000189599	0.233675876
69809843	0.004969602	0.235806399
69902011	0.00264262	0.236049964
69917893	0.021827792	0.236396633
69918804	0.148782656	0.236532174
70097516	0.02390859	0.240804926
70223686	0.00770004	0.24177644
70341065	0.018086907	0.243899463
70341095	3.866.066.667	0.244015445
70371898	7.55E+00	0.244017771
70372129	0.025744589	0.244023718
70562984	6.54E-02	0.244036198
70697501	6.30E-01	0.244037046
