position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
19770	0.351661075	0
128612	0.004617751	0.000502605
137894	0.000489358	0.000507148
197357	0.003267916	0.000701468
198490	0.110245722	0.000826376
198497	3.995.318.945	0.001106048
198982	0.265199246	0.00123467
213976	0.725102809	0.012106861
348287	0.178042158	0.036019882
506457	0.021925039	0.039487765
544137	0.083773269	0.042644342
544356	7.669.908.365	0.059441441
621941	0.001813878	0.059582171
739893	0.098502562	0.071200745
741534	3.720.164.867	0.077305536
778420	0.014450043	0.07783854
816857	0.026133663	0.07884304
1199754	0.005696156	0.081024081
1199847	1.117.234.088	0.082063108
1201082	0.551411702	0.082744102
1201163	1.127.147.174	0.083657091
1376399	0.007736516	0.085012807
1376493	6.039.861.439	0.090690277
1376511	1.867.620.279	0.091026448
1442048	0.008510653	0.091584211
1556721	0.005355616	0.092198356
1556742	424.483.311	0.093089771
1593214	0.028927763	0.094144824
1958822	0.004451126	0.095772191
2024826	0.001888276	0.095896825
2081425	0.00216758	0.096019508
2081488	1.193.713.201	0.096771547
2082519	0.657973743	0.097449918
2082817	0.249864007	0.097524378
2471232	0.000292988	0.097638179
2531544	0.012167554	0.098372028
2792921	0.002194207	0.098945543
3324451	0.00015446	0.099027643
3371136	0.000996747	0.099074177
3619115	0.000535675	0.099207013
3746470	0.000763529	0.099304252
4089445	0.000129927	0.099348814
4091032	0.060552334	0.09944491
4119060	0.003966754	0.099556091
4321053	0.002826238	0.100126971
4358664	0.004072638	0.100280147
4386691	0.000783243	0.100302099
4793025	0.000363207	0.100449682
4793518	0.033410915	0.100466154
4793719	9.847.399.217	0.102445481
4793758	2.146.712.262	0.102529203
4795129	0.211591913	0.102819295
4801715	0.002810048	0.102837802
4882347	0.003303561	0.103104175
4889182	0.015665706	0.10321125
4893114	120.298.686	0.107941395
5032856	0.080442403	0.119182577
5790649	0.001062625	0.119987827
6062798	0.00058299	0.120146487
6087560	0.025673192	0.120782207
6247447	0.000596551	0.120877587
6277743	0.004981492	0.121028507
6333199	0.004403565	0.121272711
6389488	0.008404585	0.121745796
6414137	0.008453458	0.121954166
6538771	0.005539269	0.122644547
6577412	0.00709457	0.122918688
6579975	0.017800056	0.12296431
6599502	0.013265777	0.123223351
6676330	0.000134859	0.123233711
6722333	0.001070619	0.123282963
6722540	1.601.734.768	0.123614522
6726820	0.007557642	0.123646869
6755187	0.010339245	0.123940162
6770427	0.006621193	0.124041069
6773424	0.312642265	0.124978058
6982644	0.003646998	0.125741083
6982649	596.108.565	0.128721626
6983058	0.995623747	0.129128836
