position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
205949	0.351661075	0
539619	0.001506295	0.000502605
563935	0.0001868	0.000507148
564540	0.321190185	0.000701468
565922	0.090382346	0.000826376
565983	4.584.792.232	0.001106048
567059	0.119536835	0.00123467
567115	1.941.462.772	0.012106861
573554	3.713.778.579	0.036019882
638125	0.053706517	0.039487765
769203	0.024081667	0.042644342
797478	0.594061868	0.059441441
797510	439.780.428	0.059582171
1002482	0.056683714	0.071200745
1002704	2.749.905.652	0.077305536
1005913	0.16609669	0.07783854
1081996	0.013202681	0.07884304
1279680	0.011032966	0.081024081
1282261	0.402567881	0.082063108
1947499	0.001023684	0.082744102
2300074	0.002589489	0.083657091
2498400	0.006835797	0.085012807
2531707	0.170458755	0.090690277
2584839	0.006327103	0.091026448
2592838	0.069729053	0.091584211
2593153	1.949.665.136	0.092198356
2609116	0.055842571	0.093089771
2610382	0.83337549	0.094144824
2671927	0.026441907	0.095772191
2932652	0.000478028	0.095896825
2932790	0.889006188	0.096019508
2932808	4.177.996.203	0.096771547
2972894	0.016922889	0.097449918
3246279	0.000272361	0.097524378
3476491	0.000494332	0.097638179
3505922	0.024934576	0.098372028
3579340	0.007811642	0.098945543
3633771	0.001508336	0.099027643
3891696	0.000180413	0.099074177
3891813	1.135.351.373	0.099207013
3892568	0.128793774	0.099304252
3892784	0.206304981	0.099348814
3892940	0.616003553	0.09944491
3894388	0.076781897	0.099556091
3896060	0.341435587	0.100126971
3896195	1.134.637.023	0.100280147
3896216	104.533.111	0.100302099
3949542	0.002767569	0.100449682
4193255	6.76E-01	0.100466154
4403363	0.009420523	0.102445481
4468871	0.001278039	0.102529203
4530220	0.004728561	0.102819295
4707010	0.000104683	0.102837802
4834362	0.002091626	0.103104175
4870655	0.002950296	0.10321125
4874743	1.157.080.316	0.107941395
4874866	9.139.172.632	0.119182577
4874927	1.320.082.036	0.119987827
4880359	0.029208401	0.120146487
5260432	0.001672625	0.120782207
5791166	0.000179715	0.120877587
6367929	0.000261666	0.121028507
6420869	0.004612847	0.121272711
6466545	0.010357423	0.121745796
6519894	0.003905777	0.121954166
7054045	0.001292483	0.122644547
7105363	0.00534201	0.122918688
7105382	2.401.133.904	0.12296431
7139104	0.007681657	0.123223351
7938249	1.30E-01	0.123233711
8518170	8.49E+00	0.123282963
8717409	0.001664127	0.123614522
9125414	7.93E+00	0.123646869
9998099	0.000336082	0.123940162
10157494	0.000633062	0.124041069
10161381	0.241057079	0.124978058
10161576	3.912.947.805	0.125741083
10163412	1.623.389.339	0.128721626
10650029	0.000836819	0.129128836
10650161	5.092.096.715	0.129800993
10650914	0.479254144	0.130161871
10651343	0.291315103	0.130286845
10651355	1.669.816.946	0.130487223
10651704	0.435948261	0.130639369
10836316	0.000201266	0.130676525
10836607	0.369594365	0.130784077
10837195	0.045791074	0.130811002
10837264	0.599188627	0.130852346
10838437	0.050438734	0.130911511
10838506	3.300.690.053	0.131139259
10838770	0.215518237	0.131196155
11416880	0.000318621	0.131380354
11640657	6.31E+00	0.131394468
12122333	6.69E-01	0.131426703
12696253	9.83E+00	0.131483119
13011914	3.45E+00	0.131494009
13637552	0.000236129	0.131641741
