position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
366332	0.351661075	0
419098	0.009525173	0.000502605
419123	0.181688973	0.000507148
659121	0.000809674	0.000701468
872029	0.000586678	0.000826376
982932	0.002521774	0.001106048
983008	1.692.389.924	0.00123467
1267563	0.038207698	0.012106861
1269875	1.034.300.185	0.036019882
1272794	1.188.038.193	0.039487765
1276837	0.780751116	0.042644342
1536781	0.064618146	0.059441441
1541622	0.029070386	0.059582171
1580212	0.30107733	0.071200745
1611409	0.19568518	0.077305536
1612323	0.583155666	0.07783854
1954563	0.002935074	0.07884304
2390429	0.005003925	0.081024081
2524231	0.007765412	0.082063108
2565354	0.016559917	0.082744102
3014439	0.002032999	0.083657091
3014454	9.038.107.885	0.085012807
3014625	332.015.775	0.090690277
3014691	5.093.509.851	0.091026448
3014826	4.131.575.521	0.091584211
3015066	2.558.935.491	0.092198356
3161621	0.00608246	0.093089771
3672939	0.0020634	0.094144824
3673234	5.516.498.788	0.095772191
4234685	0.000221985	0.095896825
4670814	0.000281299	0.096019508
4732420	0.012207241	0.096771547
5430309	0.000972033	0.097449918
5448586	0.004073944	0.097524378
5580430	0.000863149	0.097638179
6354080	0.000948555	0.098372028
7105688	0.000763051	0.098945543
7217277	0.000735738	0.099027643
7288867	0.000649995	0.099074177
7824125	0.000248172	0.099207013
8177658	0.00027505	0.099304252
8263418	0.000519611	0.099348814
8564142	0.000319551	0.09944491
9358570	0.00013995	0.099556091
9971288	0.000931718	0.100126971
10383457	0.000371634	0.100280147
11287783	2.43E+00	0.100302099
12886399	9.23E+00	0.100449682
13104179	7.56E-01	0.100466154
13393873	0.006832476	0.102445481
13505833	0.000747783	0.102529203
13584242	0.003699735	0.102819295
13716066	0.000140392	0.102837802
13872519	0.001702573	0.103104175
13929679	0.001873252	0.10321125
14139961	0.02249429	0.107941395
14979685	0.013386758	0.119182577
15243506	0.003052259	0.119987827
15355001	0.001423024	0.120146487
16008414	0.000972922	0.120782207
16887518	0.000108498	0.120877587
16988929	0.001488194	0.121028507
16989140	1.157.365.385	0.121272711
17013558	0.019374464	0.121745796
17198119	0.001129	0.121954166
17336653	0.004983479	0.122644547
17668275	0.000826668	0.122918688
17668710	0.104877113	0.12296431
18052893	0.000674264	0.123223351
18052994	0.102583442	0.123233711
18855669	6.14E+00	0.123282963
18972218	0.002844804	0.123614522
19105081	0.000243459	0.123646869
19813675	0.000413909	0.123940162
19893461	0.00126472	0.124041069
20183296	0.003232835	0.124978058
20614716	0.001768636	0.125741083
21336716	0.004128176	0.128721626
22177581	0.000484275	0.129128836
22782440	0.001111262	0.129800993
23155488	0.000967378	0.130161871
23462197	0.000407468	0.130286845
25742118	8.79E+00	0.130487223
31745504	2.53E+00	0.130639369
32080786	0.00011082	0.130676525
32759308	0.000158509	0.130784077
32828579	0.000388693	0.130811002
32950171	0.000340022	0.130852346
33393461	0.000133467	0.130911511
33464174	0.003220732	0.131139259
33475318	0.005105601	0.131196155
33495019	0.009349685	0.131380354
33495209	0.074285212	0.131394468
33496751	0.020904788	0.131426703
34350488	6.61E+00	0.131483119
34399858	0.000220589	0.131494009
34432175	0.004571322	0.131641741
34492320	0.000747898	0.131686723
34493699	0.205674656	0.131970348
34637736	6.25E+00	0.131979345
35358381	5.62E-01	0.132019842
35991675	1.59E+00	0.132029913
36000522	0.000242197	0.132032056
36001002	0.016516776	0.132039984
36151152	0.000171246	0.132065696
36151220	0.303546522	0.132086338
36152649	0.004537556	0.132092822
36484535	3.21E+00	0.13210349
36528674	8.39E+00	0.132107191
36658149	2.97E+00	0.132111034
36840643	4.35E+00	0.132118969
37121012	1.26E-02	0.132119004
37167370	0.000143767	0.132125669
37485839	0.00033545	0.132232499
37495967	0.000580468	0.132238378
37678746	0.001936639	0.132592355
38141607	0.005821037	0.135286686
38175099	0.02293986	0.136054988
38177443	0.036679259	0.136140964
38435099	0.00037307	0.136237088
38756280	0.000468464	0.136387549
38758796	0.051191577	0.136516347
39198462	0.000731031	0.136837757
39221780	0.000558413	0.136850778
39255236	0.006120876	0.137055558
39255317	1.462.820.594	0.137174047
39257352	0.193778958	0.137568387
39257411	2.869.584.912	0.137737692
39257459	8.474.686.563	0.138144477
39257577	6.012.245.385	0.138853922
39257702	1.989.362.559	0.141340625
39258512	0.536805761	0.141775438
39259070	0.550838229	0.142082806
39312768	0.004899418	0.142345895
39314387	0.014009508	0.142368576
40024360	1.62E+00	0.142380075
40197844	0.000599722	0.142484117
40248445	4.59E+00	0.142486441
40339071	0.000284518	0.142512225
40768867	4.54E-01	0.142514177
41324382	0.000293394	0.142677162
41496608	0.000103191	0.142694934
41530089	0.000812026	0.142722121
41651732	0.000196266	0.142745996
41778945	0.000222477	0.142774298
41779526	0.49234423	0.14306035
41780626	0.224014132	0.143306765
41992129	0.001743049	0.143675425
42057000	0.000188405	0.143687647
42943917	3.62E+00	0.143719766
43024161	0.000276057	0.143741918
43326301	0.000238712	0.143814043
43326700	0.459529433	0.143997395
43326802	0.048269036	0.144002318
43465296	0.096503644	0.157367494
43469293	430.879.421	0.174589744
43497910	0.032661767	0.175524426
43497970	9.268.802.863	0.176080554
43498325	2.097.748.709	0.176825255
43602976	0.000184818	0.176844597
43631694	0.018060373	0.177363254
43632258	2.181.102	0.178593396
44090353	9.24E+00	0.178635705
44217284	0.002120408	0.17890485
44336061	0.00759315	0.179806742
44344381	0.005002478	0.179848362
44510670	0.000670726	0.179959897
44517478	0.093494298	0.180596406
44751875	0.028561067	0.187291034
44752567	0.095361403	0.187357024
44828352	0.019263351	0.188816897
45002749	0.030811612	0.19419035
45061263	0.045495668	0.196852483
45121807	0.00843583	0.197363222
45385967	0.000765059	0.19756532
45386107	4.437.074.832	0.198186511
45386311	0.773357001	0.198344276
45386371	0.658257286	0.198383771
45388663	0.311965329	0.199098796
45388939	4.547.044.521	0.20035378
45478753	0.01307006	0.201527654
45603662	0.007370045	0.202448239
45603698	118.360.794	0.202874338
45686390	0.001140884	0.20296868
45805462	0.017123374	0.205007594
45904981	0.013019442	0.206303276
45979293	0.008229067	0.206914795
46265431	0.002506499	0.207631999
46395963	0.00742182	0.208600784
46475184	0.03262013	0.211184984
46475259	6.022.388.993	0.215701775
46481324	0.013278036	0.215782307
46528226	0.130751895	0.221914832
46912690	0.001578351	0.222521651
47073242	0.003961446	0.223157669
47076714	120.235.518	0.227332246
47137231	0.009397251	0.22790094
47155647	0.005909863	0.228009776
47493308	0.000296837	0.228110006
47769763	1.58E-01	0.228114376
48087983	5.98E-01	0.228116278
48343451	0.000314988	0.228196747
48470944	0.003318437	0.228619825
48471111	2.855.011.347	0.229096612
48482692	0.033361017	0.229482966
48539766	0.016366991	0.230417095
48729670	0.001578564	0.230716871
48746307	0.035785104	0.231312228
48762278	0.015364108	0.231557608
48764500	0.024300159	0.231611603
48911771	0.000301135	0.231655951
48939759	0.005582032	0.231812181
48943944	0.053203618	0.232034838
49245954	0.000325063	0.232133011
49317882	0.004814193	0.232479286
49358697	0.003304176	0.232614146
50294881	5.81E+00	0.232668542
50455611	3.47E+00	0.232674121
50490035	0.004730318	0.232836958
50573479	0.00101624	0.232921757
50686715	3.61E+00	0.232925843
50688268	0.281967337	0.233363738
51038140	0.000326645	0.233478022
51091650	0.001476044	0.233557005
51282166	0.000443851	0.233641566
51404183	0.000281192	0.233675876
51404231	4.438.589.579	0.235806399
51404309	3.122.630.305	0.236049964
51404520	1.642.980.274	0.236396633
51404549	4.673.837.395	0.236532174
51404622	5.853.084.096	0.240804926
51474620	0.013879179	0.24177644
51601574	0.016722769	0.243899463
51972224	0.000312916	0.244015445
52406533	5.35E-01	0.244017771
52483910	7.69E+00	0.244023718
52486441	0.004930796	0.244036198
52584809	8.62E-01	0.244037046
52657949	7.33E+00	0.244042404
52909720	5.53E-01	0.244056316
53162415	1.07E+00	0.244059016
53203226	4.40E+00	0.24406081
53270167	6.87E+00	0.244065408
53272697	0.203417349	0.244580054
53279728	0.08832709	0.245201082
53309062	0.000995218	0.245230275
53314079	0.002522706	0.245242932
53421860	0.002291383	0.245489899
53421920	1.201.164.056	0.246210598
53422457	1.330.910.952	0.246925297
53434069	0.004801767	0.246981055
53434144	0.325833792	0.247005493
53434206	499.231.992	0.250100731
53436559	0.002951342	0.250107675
53439319	0.545771654	0.251614005
53526715	0.004082287	0.251970781
53549043	0.020004003	0.25241743
53572209	0.004277935	0.252516533
53665337	0.062256332	0.258314341
53747981	0.006370629	0.258840835
54141894	0.000390593	0.258994695
54314873	0.000895368	0.259149574
54368685	0.043381884	0.26148404
54369094	6.950.892.016	0.264326955
54373785	0.788656866	0.268026545
54580832	0.046914097	0.277739968
54582047	2.682.631.892	0.310333945
54582101	5.324.498.609	0.313209174
54657023	0.078467093	0.319088086
55234525	0.003674567	0.321210156
55234591	8.574.388.488	0.326869252
55234645	1.080.106.334	0.332701826
55234747	380.542.334	0.336583358
55234798	9.128.461.275	0.341238873
55235957	3.343.236.796	0.345113685
55291392	0.310670385	0.362335698
55454889	0.01642651	0.365021383
55642414	0.000874195	0.365185316
55645038	0.174660685	0.365643626
55645069	4.673.662.516	0.365788509
55816412	0.001803305	0.366097493
55905943	0.002377547	0.366310357
55910650	0.32609647	0.367845293
55910771	662.850.945	0.37586579
55910974	7.307.524.825	0.377349217
55911715	1.610.587.047	0.378542662
55999347	0.089018051	0.386343492
56420552	0.046800408	0.406056058
56440455	0.225001352	0.41053426
56573127	0.031919025	0.414769021
56604220	0.00089013	0.414796698
56604264	6.412.227.308	0.415078836
56661756	0.026774004	0.416618127
56667078	0.010645891	0.416674784
56672195	0.973470424	0.421656032
56935521	0.062937196	0.438229032
57296129	0.045431054	0.454611834
57311835	0.290450878	0.459173656
57405135	0.048624157	0.463710289
57407195	8.644.850.309	0.481518681
57407502	5.362.704.589	0.483165031
57407570	7.781.547.053	0.488456483
57407696	1.016.138.047	0.488584517
57407744	8.120.147.878	0.492482188
57407879	4.038.808.592	0.497934579
57566842	0.024718158	0.501863852
57569155	1.818.443.695	0.506069912
57569263	1.903.603.795	0.526628833
57569521	3.095.539.576	0.534615325
57569599	2.760.387.463	0.536768427
57601387	0.034169168	0.537854597
57875508	0.01950012	0.543199989
58286131	0.008840287	0.546830015
58295011	0.282210276	0.549336042
58322172	0.25109478	0.556156027
58455206	0.004331026	0.556732201
58609665	0.001955165	0.557034194
58609796	4.884.088.496	0.56343235
58611092	1.090.722.257	0.57756811
58651016	0.078695594	0.580709953
58658366	8.068.881.074	0.640016229
58944486	0.375381381	0.74742035
59574996	0.003094063	0.749371187
59769294	0.016824329	0.752640121
60937507	0.021907102	0.778232282
60937578	735.691.713	0.783455693
61035987	0.002893773	0.783740467
61796656	0.00602108	0.788320516
61796934	1.247.501.814	0.791788571
61870684	0.016296032	0.792990403
61872439	0.062268817	0.793099685
61876342	1.171.864.333	0.797673471
62033001	0.071328366	0.808847702
62269671	0.063189231	0.823802697
